,defined_in,used_by,role
push_back_new_beta,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
push_function,lexer_typed.h,"['CLI_thermo_evidence_dts.h', 'CLI_function_table.h', 'lexer_typed.h', 'CLI_macro_dr_base.h']",Provider
put,maybe_error.h,"['maybe_error.h', 'lexer_untyped.h', 'variables.h', 'experiment.h', 'variables_derivative.h']",Provider
quiet_NaN,maybe_error.h,"['distributions.h', 'experiment.h', 'maybe_error.h', 'qmodel.h']",Provider
rate,parallel_tempering_linear_regression.h,"['parallel_tempering_linear_regression.h', 'allosteric_models.h', 'parallel_tempering.h']",Provider
rdbuf,maybe_error.h,"['experiment.h', 'maybe_error.h']",Provider
record,parallel_tempering.h,"['function_measure_verification_and_optimization.h', 'parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
reduce,multivariate_normal_distribution.h,"['fold.h', 'parallel_tempering.h', 'multivariate_normal_distribution.h', 'qmodel.h']",Provider
release,grammar_untyped.h,"['grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
remove_Patch_inactivation,qmodel.h,"['models_MoffattHume_linear.h', 'qmodel.h']",Provider
remove_fixed,parameters_distribution.h,"['parameters.h', 'parameters_distribution.h']",Provider
report,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'qmodel.h']",Provider
report_iter,parallel_tempering_linear_regression.h,"['function_measure_verification_and_optimization.h', 'parallel_tempering_linear_regression.h']",Provider
report_model,parallel_tempering.h,"['parameters_distribution.h', 'parameters.h', 'qmodel.h', 'experiment.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h']",Provider
report_model_all,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
report_point,parallel_tempering_linear_regression.h,"['function_measure_verification_and_optimization.h', 'parallel_tempering_linear_regression.h']",Provider
report_title,parallel_tempering.h,"['qmodel.h', 'function_measure_verification_and_optimization.h', 'parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h']",Provider
requires,parallel_tempering.h,"['parameters_derivative.h', 'maybe_error.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'qmodel.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'multivariate_normal_distribution.h', 'distributions.h', 'derivative_test.h', 'general_output_operator.h', 'lexer_untyped.h', 'lexer_typed.h', 'function_memoization.h', 'parallel_tempering.h', 'CLI_macro_dr.h', 'variables_derivative.h']",Provider
reserve,parallel_tempering.h,"['CLI_function_table.h', 'parameters.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'fold.h', 'parallel_tempering.h', 'parallel_tempering_linear_regression.h']",Provider
reset,parallel_tempering.h,"['function_measure_verification_and_optimization.h', 'parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
reset_statistics,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
resize,lapack_headers.h,"['allosteric_models.h', 'function_memoization.h', 'lapack_headers.h']",Provider
return_error,maybe_error.h,"['multivariate_normal_distribution.h', 'maybe_error.h', 'lapack_headers.h']",Provider
return_predictions,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
return_type,models_MoffattHume_allosteric.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'maybe_error.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'models_MoffattHume_allosteric.h', 'experiment.h', 'CLI_thermo_evidence_fraction_dts.h', 'CLI_macro_dr_base.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h']",Provider
run,grammar_typed.h,"['grammar_typed.h', 'fold.h', 'qmodel.h']",Provider
s,CLI_function_table.h,"['parameters_distribution.h', 'maybe_error.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'CLI_function_table.h', 'parameters.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'qmodel.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'CLI_macro_dr_base.h', 'multivariate_normal_distribution.h', 'distributions.h', 'general_output_operator.h', 'lexer_untyped.h', 'experiment.h', 'parallel_tempering.h']",Provider
sample,parallel_tempering.h,"['distributions.h', 'CLI_function_table.h', 'qmodel.h', 'experiment.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
sample_N,qmodel.h,"['CLI_function_table.h', 'multivariate_normal_distribution.h', 'qmodel.h']",Provider
save_Evidence,parallel_tempering_linear_regression.h,"['parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
save_Iter,parallel_tempering_linear_regression.h,"['parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
save_Likelihood_Predictions,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
save_Parameter,parallel_tempering.h,"['CLI_function_table.h', 'parameters_distribution.h', 'qmodel.h', 'experiment.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
save_Predictions,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
save_RateParameter,parallel_tempering.h,"['parallel_tempering.h', 'qmodel.h']",Provider
save_Recording,experiment.h,"['experiment.h', 'CLI_function_table.h']",Provider
save_Simulated_Recording,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
save_fractioned_Likelihood_Predictions,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
save_fractioned_Recording,qmodel.h,"['experiment.h', 'qmodel.h']",Provider
save_fractioned_experiment,qmodel.h,"['experiment.h', 'qmodel.h']",Provider
save_likelihood,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
save_mcmc,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
save_vars,general_output_operator.h,"['CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'general_output_operator.h', 'CLI_thermo_evidence.h']",Provider
scalar,variables.h,"['variables.h', 'lapack_headers.h']",Provider
second,allosteric_models.h,"['grammar_typed.h', 'parameters_derivative.h', 'grammar_Identifier.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_function_table.h', 'parameters.h', 'lexer_untyped.h', 'lexer_typed.h', 'lapack_headers.h', 'qmodel.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'derivative_operator.h', 'function_memoization.h', 'parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h']",Provider
selfDerivative,parameters_derivative.h,"['parameters_derivative.h', 'qmodel.h']",Provider
sep,parallel_tempering.h,"['general_output_operator.h', 'CLI_thermo_evidence.h', 'parameters_distribution.h', 'CLI_thermo_evidence_dts.h', 'parallel_tempering.h', 'parameters.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h', 'function_measure_verification_and_optimization.h', 'variables.h', 'experiment.h', 'CLI_macro_dr_base.h', 'parallel_tempering_linear_regression.h']",Provider
separator,parallel_tempering.h,"['general_output_operator.h', 'parameters_distribution.h', 'parallel_tempering.h', 'parameters.h', 'lexer_untyped.h', 'qmodel.h', 'experiment.h', 'CLI_macro_dr_base.h']",Provider
septr,qmodel.h,"['general_output_operator.h', 'parameters_distribution.h', 'parameters.h', 'qmodel.h', 'variables.h', 'experiment.h']",Provider
set,parameters_derivative.h,"['parameters_derivative.h', 'lapack_headers.h', 'models_MoffattHume_allosteric.h', 'qmodel.h', 'derivative_operator.h', 'models_MoffattHume_linear.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
set_Fraction_algorithm,qmodel.h,"['qmodel.h', 'CLI_macro_dr_base.h']",Provider
setprecision,parallel_tempering.h,"['parameters_distribution.h', 'maybe_error.h', 'parameters.h', 'qmodel.h', 'experiment.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h']",Provider
setstate,parallel_tempering.h,"['experiment.h', 'general_output_operator.h', 'parallel_tempering.h']",Provider
simulate,qmodel.h,"['bayesian_linear_regression.h', 'CLI_function_table.h', 'qmodel.h']",Provider
size,parallel_tempering.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'grammar_untyped.h', 'qmodel.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'multivariate_normal_distribution.h', 'distributions.h', 'derivative_test.h', 'CLI_thermo_evidence.h', 'general_output_operator.h', 'lexer_untyped.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h']",Provider
sqrt,parallel_tempering.h,"['gsl_integrate.h', 'maybe_error.h', 'parameters.h', 'lapack_headers.h', 'qmodel.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
ss,parallel_tempering.h,"['distributions.h', 'derivative_test.h', 'general_output_operator.h', 'maybe_error.h', 'parameters_distribution.h', 'parameters.h', 'lexer_untyped.h', 'lapack_headers.h', 'qmodel.h', 'experiment.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'parallel_tempering.h', 'allosteric_models.h']",Provider
standard_parameter,CLI_function_table.h,"['parameters.h', 'CLI_function_table.h']",Provider
standard_values,models_MoffattHume_linear.h,"['parameters_derivative.h', 'parameters_distribution.h', 'parameters.h', 'qmodel.h', 'models_MoffattHume_linear.h']",Provider
statement_type,grammar_untyped.h,"['grammar_typed.h', 'grammar_untyped.h']",Provider
static_assert,parallel_tempering.h,"['function_measure_verification_and_optimization.h', 'parallel_tempering.h']",Provider
std,maybe_error.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'CLI_macro_dr_base.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'derivative_test.h', 'CLI_thermo_evidence.h', 'general_output_operator.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'lexer_typed.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h', 'CLI_macro_dr.h', 'variables_derivative.h']",Provider
step_stretch_thermo_mcmc,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
stod,experiment.h,"['grammar_untyped.h', 'experiment.h']",Provider
store_every_n_iter,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
str,maybe_error.h,"['grammar_typed.h', 'distributions.h', 'derivative_test.h', 'maybe_error.h', 'lexer_untyped.h', 'lapack_headers.h', 'grammar_untyped.h', 'experiment.h', 'qmodel.h', 'general_algorithm_on_containers.h', 'allosteric_models.h']",Provider
string,lexer_untyped.h,"['parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'CLI_macro_dr_base.h', 'distributions.h', 'grammar_Identifier.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'lexer_typed.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'parallel_tempering.h', 'CLI_macro_dr.h']",Provider
string_and_separator,general_output_operator.h,"['parameters.h', 'general_output_operator.h', 'parameters_distribution.h']",Provider
stringstream,qmodel.h,"['distributions.h', 'derivative_test.h', 'general_output_operator.h', 'maybe_error.h', 'parameters_distribution.h', 'parameters.h', 'lexer_untyped.h', 'lapack_headers.h', 'qmodel.h', 'experiment.h', 'general_algorithm_on_containers.h', 'parallel_tempering.h', 'allosteric_models.h']",Provider
substr,lexer_untyped.h,"['experiment.h', 'lexer_untyped.h']",Provider
sum,qmodel.h,"['lapack_headers.h', 'qmodel.h', 'experiment.h', 'general_algorithm_on_containers.h', 'parallel_tempering.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
t_P,qmodel.h,"['multivariate_normal_distribution.h', 'qmodel.h']",Provider
t_g,qmodel.h,"['models_MoffattHume_linear.h', 'allosteric_models.h', 'qmodel.h']",Provider
test,qmodel.h,"['parameters_derivative.h', 'qmodel.h', 'lapack_headers.h', 'variables.h', 'function_measure_verification_and_optimization.h']",Provider
test_Derivative,CLI_function_table.h,"['CLI_function_table.h', 'derivative_test.h']",Provider
test_equality,variables.h,"['variables.h', 'derivative_test.h']",Provider
thermo_evidence,parallel_tempering_linear_regression.h,"['CLI_thermo_evidence_dts.h', 'parallel_tempering_linear_regression.h', 'CLI_thermo_evidence.h']",Provider
thermo_evidence_,parallel_tempering_linear_regression.h,"['parallel_tempering_linear_regression.h', 'CLI_thermo_evidence.h']",Provider
thermo_evidence_continuation,parallel_tempering_linear_regression.h,"['CLI_thermo_evidence_dts.h', 'parallel_tempering_linear_regression.h', 'CLI_thermo_evidence.h']",Provider
thermo_jump_mcmc,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
thermo_less_than_max_iteration,parallel_tempering.h,"['parallel_tempering.h', 'qmodel.h']",Provider
thermo_mcmc,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
thermo_stat,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
thermodynamic_integration,parallel_tempering_linear_regression.h,"['parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
time,maybe_error.h,"['experiment.h', 'maybe_error.h', 'qmodel.h']",Provider
time_now,maybe_error.h,"['CLI_function_table.h', 'maybe_error.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
to_Identifier,grammar_Identifier.h,"['grammar_Identifier.h', 'lexer_untyped.h', 'lexer_typed.h', 'CLI_macro_dr.h', 'CLI_regular_types.h']",Provider
to_string,qmodel.h,"['parameters_distribution.h', 'maybe_error.h', 'bayesian_linear_regression.h', 'CLI_function_table.h', 'parameters.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'qmodel.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'CLI_macro_dr_base.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'derivative_test.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'parallel_tempering.h']",Provider
to_typed_function,CLI_macro_dr.h,"['CLI_thermo_evidence_dts.h', 'CLI_macro_dr.h', 'CLI_function_table.h', 'CLI_macro_dr_base.h']",Provider
to_value,parameters_derivative.h,"['parameters_derivative.h', 'parallel_tempering.h', 'parameters.h', 'qmodel.h']",Provider
to_variant,variables.h,"['variables.h', 'qmodel.h']",Provider
tr,parallel_tempering_linear_regression.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'parameters.h', 'lapack_headers.h', 'models_MoffattHume_allosteric.h', 'qmodel.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
transf,models_MoffattHume_linear.h,"['parameters_derivative.h', 'models_MoffattHume_linear.h', 'parameters.h', 'parameters_distribution.h']",Provider
transformation_and_sep,parameters.h,"['parameters.h', 'parameters_distribution.h']",Provider
transformations_vector,parameters.h,"['models_MoffattHume_linear.h', 'parameters.h', 'parameters_distribution.h']",Provider
tuple,parallel_tempering.h,"['parameters_derivative.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'qmodel.h', 'CLI_macro_dr_base.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'lexer_typed.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
two,allosteric_models.h,"['maybe_error.h', 'qmodel.h', 'variables.h', 'experiment.h', 'derivative_operator.h', 'allosteric_models.h']",Provider
typed_argument_list,lexer_typed.h,"['grammar_typed.h', 'grammar_untyped.h', 'lexer_typed.h']",Provider
typed_argument_typed_list,lexer_typed.h,"['grammar_typed.h', 'lexer_typed.h']",Provider
typed_expression,lexer_typed.h,"['grammar_typed.h', 'lexer_typed.h']",Provider
typed_function_evaluation,lexer_typed.h,"['grammar_typed.h', 'lexer_typed.h']",Provider
typed_identifier,lexer_typed.h,"['grammar_typed.h', 'lexer_typed.h']",Provider
typed_literal,lexer_typed.h,"['grammar_typed.h', 'grammar_untyped.h', 'lexer_typed.h']",Provider
typed_program,lexer_typed.h,"['grammar_typed.h', 'grammar_untyped.h', 'lexer_typed.h']",Provider
u,qmodel.h,"['parameters_derivative.h', 'qmodel.h', 'maybe_error.h', 'lapack_headers.h']",Provider
untyped_argument_list,lexer_typed.h,"['grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_assignment,lexer_typed.h,"['grammar_typed.h', 'grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_expression,lexer_typed.h,"['grammar_typed.h', 'grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_function_evaluation,lexer_typed.h,"['grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_identifier,lexer_typed.h,"['grammar_typed.h', 'grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_literal,lexer_typed.h,"['grammar_untyped.h', 'lexer_typed.h']",Provider
untyped_literal_comment,grammar_untyped.h,"['grammar_untyped.h', 'lexer_untyped.h']",Provider
untyped_numeric_literal,lexer_typed.h,"['grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_program,lexer_typed.h,"['grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_statement,lexer_typed.h,"['grammar_untyped.h', 'lexer_untyped.h', 'lexer_typed.h']",Provider
untyped_string_literal,grammar_untyped.h,"['grammar_untyped.h', 'lexer_untyped.h']",Provider
uses_adaptive_aproximation,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_adaptive_aproximation_value,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_averaging_aproximation,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_averaging_aproximation_value,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_recursive_aproximation,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_recursive_aproximation_value,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_variance_aproximation,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_variance_aproximation_value,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_variance_correction_aproximation,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
uses_variance_correction_aproximation_value,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
v_baseline,models_MoffattHume_linear.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h']",Provider
v_curr_noise,models_MoffattHume_linear.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h']",Provider
v_pink_noise,models_MoffattHume_linear.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h']",Provider
v_prop_noise,models_MoffattHume_linear.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h']",Provider
valid,maybe_error.h,"['CLI_function_table.h', 'maybe_error.h', 'lapack_headers.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h', 'general_algorithm_on_containers.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h']",Provider
value,parallel_tempering.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'multivariate_normal_distribution.h', 'distributions.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'lexer_typed.h', 'CLI_thermo_evidence_fraction_dts.h', 'parallel_tempering.h', 'CLI_macro_dr.h', 'variables_derivative.h']",Provider
var,variables.h,"['parameters_derivative.h', 'parameters_distribution.h', 'models_MoffattHume_allosteric.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'lapack_headers.h', 'qmodel.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'multivariate_normal_distribution.h', 'distributions.h', 'derivative_test.h', 'CLI_thermo_evidence.h', 'general_output_operator.h', 'CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
var_logL,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
variance,qmodel.h,"['parallel_tempering.h', 'gsl_integrate.h', 'multivariate_normal_distribution.h', 'qmodel.h']",Provider
variance_correction,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h', 'CLI_macro_dr_base.h']",Provider
visit,qmodel.h,"['CLI_function_table.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'models_MoffattHume_allosteric.h', 'CLI_thermo_evidence_fraction_dts.h', 'models_MoffattHume_linear.h', 'multivariate_normal_distribution.h']",Provider
vlogL,distributions.h,"['distributions.h', 'qmodel.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h']",Provider
void,function_measure_verification_and_optimization.h,"['parameters_derivative.h', 'parameters_distribution.h', 'models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'lapack_headers.h', 'qmodel.h', 'function_measure_verification_and_optimization.h', 'CLI_macro_dr_base.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'lexer_typed.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h']",Provider
we_reach_final_temperature,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
while,parallel_tempering_linear_regression.h,"['general_output_operator.h', 'maybe_error.h', 'parameters_distribution.h', 'parameters.h', 'lexer_untyped.h', 'qmodel.h', 'experiment.h', 'general_algorithm_on_containers.h', 'parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
write_Parameters,parameters.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'parameters.h']",Provider
write_Prior,parameters_distribution.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'parameters_distribution.h']",Provider
x,parameters_derivative.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'derivative_test.h', 'general_output_operator.h', 'lexer_untyped.h', 'lexer_typed.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
xAxt,parallel_tempering_linear_regression.h,"['bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h', 'maybe_error.h']",Provider
xtAx,maybe_error.h,"['multivariate_normal_distribution.h', 'maybe_error.h', 'qmodel.h']",Provider
xtx,bayesian_linear_regression.h,"['bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h']",Provider
z,lapack_headers.h,"['gsl_integrate.h', 'qmodel.h', 'lapack_headers.h', 'parallel_tempering.h', 'multivariate_normal_distribution.h']",Provider
zero,function_measure_verification_and_optimization.h,"['function_measure_verification_and_optimization.h', 'lapack_headers.h']",Provider
zip,parameters_derivative.h,"['parameters_derivative.h', 'qmodel.h']",Provider
